ALMA,-9.554709,-35.777102
ALMB,30.706734,-88.045806
ALME,36.852534,-2.459446
ALMJ,31.028982,-88.229749
ALMO,38.705514,-4.180250
ALMR,36.862670,-2.440877
ALMZ,41.503124,-2.538967
ALNB,31.377496,-85.916047
ALNC,34.681280,-87.309450
ALON,31.707937,-325.393354
ALOR,39.934362,-355.859844
ALP1,41.722404,-347.388594
ALPA,11.527984,-72.917757
ALPE,45.086614,-353.916538
ALPL,7.788418,-321.205490
ALPP,34.824490,-118.694798
ALRA,41.733927,-345.965616
ALRE,31.411302,-87.234248
ALRT,82.494294,-62.340463
ALSA,42.891543,-2.164389
ALSC,59.186032,-138.318349
ALSE,32.447420,-87.011778
ALSN,44.923173,-351.383649
ALSP,34.418085,-87.172042
ALT2,40.822766,-343.441445
ALTA,33.423499,-86.121198
ALTH,36.889606,-120.669762
ALTU,31.800205,-85.954315
ALU2,47.041891,-356.373186
ALUK,57.424132,-332.928127
ALUM,-27.323426,-66.596628
ALUT,40.583908,-111.620215
ALV1,52.518639,-106.019809
ALV2,42.819425,-81.869218
ALVN,29.400665,-95.277622
ALW2,-34.709867,-219.506714
ALWB,30.415704,-87.826501
ALWJ,26.458330,-323.622307
ALX2,31.197067,-330.089007
ALXN,48.671038,-326.887353
ALXR,43.969940,-334.673355
ALYT,54.393276,-335.960291
AMA1,39.119776,-343.923475
AMA2,46.367904,-346.920509
AMAN,1.221861,-248.542433
AMAR,38.208699,-7.227879
AMAS,40.665692,-324.150705
AMB1,-41.204933,-213.623613
AMB2,45.540585,-356.249866
AMBC,-0.969287,-62.926279
AMBE,54.434226,-2.964707
AMBI,25.980889,-97.482736
AMBL,49.859386,-359.005673
AMBN,-3.695562,-231.815105
AMC2,38.803125,-104.524593
AMC4,38.803124,-104.524596
AMCO,-4.871988,-65.333979
AMCR,-4.085821,-63.142204
AMCS,38.803124,-104.524596
AMDE,-20.241620,-67.627405
AME4,29.449588,-91.338123
AMEL,53.446466,-354.235101
AMER,51.677198,-0.559350
AMES,41.983130,-93.683557
AMHA,-7.516748,-63.028402
AMHG,42.036690,-82.984797
AMHT,45.831904,-64.188051
AMHU,-7.503246,-63.028516
AMIY,47.965033,-357.271845
AMMN,32.028545,-324.120461
AMMU,-3.396659,-57.708590
AMNH,21.500799,-320.832425
AMNS,49.858834,-357.761633
AMOS,48.562916,-78.111540
AMPE,46.414712,-347.200962
AMPR,-2.631223,-56.734336
AMS1,48.146845,-345.143309
AMS3,48.564735,-78.112260
AMST,52.387318,-355.164379
AMTA,-4.223524,-69.935496
AMTE,-3.345689,-64.706650
AMTS,41.741882,-70.617498
AMU1,43.056195,-3.003586
AMU2,-89.998914,-116.538203
AMUA,-3.091840,-60.018157
AMUN,-89.998239,-221.021870
AMUR,40.907261,-343.395961
ANA1,34.015005,-119.363469
ANAT,46.132864,-117.135427
ANAU,-38.268213,-181.708777
ANAV,37.733358,-336.095893
ANAY,45.240333,-355.318312
ANBE,16.474302,-61.487954
ANC1,61.182380,-149.996773
ANC2,61.175225,-149.983442
ANC3,43.607151,-346.468381
ANCA,43.216596,-79.987899
ANCG,43.602826,-346.498038
ANCN,-11.776598,-77.150044
ANCY,45.900676,-353.876681
AND1,69.326057,-343.865185
AND2,12.586346,-81.700731
AND3,27.043660,-82.400387
AND4,50.952405,-114.143880
ANDA,-30.453288,-222.839898
ANDE,48.790795,-355.045659
ANDO,69.278373,-343.991304
ANDR,37.886374,-335.262910
ANDS,41.596245,-87.131669
ANDU,38.040380,-4.030308
ANG3,40.930922,-344.816065
ANG4,-38.396318,-215.806818
ANG5,29.301475,-95.485075
ANG6,29.301645,-95.484869
ANG7,46.918626,-71.093054
ANG8,-37.795885,-72.691708
ANGE,47.471909,-0.547849
ANGL,46.405592,-1.406076
ANGO,45.113828,-89.162967
ANGS,-2.514584,-219.295686
ANH1,36.673654,-233.864996
ANIG,21.053850,-104.520705
ANIK,36.826021,-337.717933
ANIP,19.395647,-155.517268
ANKO,9.582864,-320.258012
ANKR,39.887371,-327.241530
ANKY,35.866963,-336.698945
ANLX,51.689315,-5.079173
ANMG,2.784648,-258.493397
ANMU,36.069015,-327.134893
ANN1,49.128232,-66.494617
ANNA,-32.784791,-207.913669
ANNE,45.926039,-353.897417
ANNO,45.241381,-355.334306
ANNY,45.897847,-353.885748
ANOP,35.217965,-335.904008
ANP5,39.010287,-76.609249
ANP6,39.010519,-76.609089
ANRK,39.855965,-327.153798
ANSG,37.012151,-232.734207
ANT1,45.603839,-62.021858
ANT2,39.061064,-351.545182
ANT3,51.203192,-355.552589
ANTA,36.828507,-329.390589
ANTB,39.847881,-117.370884
ANTC,-37.338703,-71.532049
ANTE,40.145913,-118.167286
ANTG,45.617219,-62.010567
ANTH,-30.679807,-333.283981
ANTI,28.423308,-14.013915
ANTL,36.888449,-329.333575
ANTP,37.064962,-322.626390
ANTV,39.642525,-120.281318
ANTW,-36.295405,-217.973205
ANYN,37.394281,-233.038203
ANZP,41.123535,-344.715862
AO01,45.736839,-352.678611
AOA1,34.157444,-118.830317
AOBS,-13.814668,-171.780790
AOML,25.734691,-80.162199
AOPR,18.346529,-66.754092
AOUS,44.710878,-354.942239
APEC,0.332828,-78.546077
APEL,52.211924,-354.037704
APEX,36.319119,-114.931789
API1,38.378240,-89.376559
APL1,39.159654,-76.899714
APLI,36.732440,-4.468098
APLJ,-0.822000,-52.515594
APMA,0.047037,-51.097137
APMX,37.353018,-78.827696
APNT,19.264409,-155.201970
APOL,-38.758986,-216.350065
APPL,51.056929,-4.199651
APRC,41.757447,-344.457154
APRI,41.596842,-347.335377
APS1,-0.059512,-51.166498
APSA,-0.060256,-51.167470
APSL,-36.967564,-218.916764
APT1,43.873646,-354.602984
APTN,44.283095,-88.459730
APTO,7.877787,-76.632391
AQNC,45.160975,-349.574975
AQRA,42.365860,-346.625655
AQSA,39.720987,-343.916334
AQUA,32.679404,-114.485436
AQUI,42.368239,-346.649753
AQUM,42.327644,-346.532794
AR27,33.341849,-117.324931
AR53,33.381135,-117.476505
ARA1,40.025292,-3.612519
ARAC,37.893880,-6.565406
ARAD,46.173201,-338.655407
ARAN,45.715241,-354.575257
ARAR,-37.283457,-217.066310
ARAS,39.945019,-1.101572
ARAU,6.450158,-259.720260
ARB1,50.907347,-97.221861
ARB2,50.902419,-97.201163
ARBK,34.886942,-91.196182
ARBO,50.965112,-96.990184
ARBT,35.709875,-91.628546
ARBU,39.524783,-351.405993
ARBV,36.362967,-94.215952
ARBY,36.355988,-93.580370
ARC1,39.366682,-343.774470
ARC2,46.673172,-359.346614
ARCA,7.084276,-70.758533
ARCC,73.004105,-85.026071
ARCD,-25.271769,-211.142127
ARCE,43.504879,-347.050557
ARCH,38.880382,-109.757002
ARCL,35.469535,-93.479598
ARCM,33.542405,-92.882731
ARCO,-37.205852,-73.225670
ARCT,36.363941,-94.311402
ARCW,35.113639,-92.505692
ARCY,35.112792,-92.430473
ARD2,-34.350848,-213.096540
ARDA,41.111261,-317.300937
ARDH,45.107513,-93.179904
ARDL,51.915784,-359.038109
ARDN,47.778270,-358.127553
ARDQ,34.080088,-94.323692
ARDR,51.285959,-113.979448
ARDU,41.665818,-3.742595
ARED,33.207147,-92.668648
AREG,-16.465423,-71.492904
AREL,32.102362,-324.790726
AREQ,-16.465514,-71.492791
ARES,44.764046,-1.134102
AREV,-16.465516,-71.492796
AREZ,43.463749,-348.125106
ARFL,36.120626,-94.146144
ARFS,35.321735,-94.304495
ARFY,36.115798,-94.180046
ARG1,27.761011,-15.681396
ARGI,61.997371,-6.783523
ARGR,45.946503,-352.995162
ARGS,34.068199,-93.116178
ARGU,36.050011,-117.521943
ARHP,33.696055,-93.600552
ARHR,36.184239,-93.030210
ARHT,-77.829437,-193.336347
ARIA,44.240109,-91.511335
ARIB,42.935057,-1.262140
ARIS,56.909588,-5.849454
ARIT,-5.040146,-327.174545
ARJ6,66.318033,-341.875025
ARJB,35.847927,-90.747194
ARJF,-33.628973,-78.836641
ARJO,35.839346,-90.704317
ARK1,35.133981,-334.731054
ARK2,52.796988,-6.157771
ARKI,38.755057,-336.966391
ARLD,47.133516,-355.513613
ARLI,48.174067,-122.141860
ARLN,45.708206,-120.183270
ARLR,34.672629,-92.382559
ARM1,35.201252,-118.910423
ARM2,35.201259,-118.910558
ARM3,36.369242,-92.373146
ARM4,43.241932,-357.233962
ARMA,35.906423,-92.633500
ARMC,-22.956814,-214.754546
ARMD,-30.514610,-208.334170
ARMH,36.352806,-92.382348
ARMI,6.062427,-322.439148
ARML,35.917282,-89.802899
ARMO,33.594561,-91.813203
ARMY,38.497714,-118.438228
ARNA,47.946522,-359.819100
ARNG,43.667019,-112.622612
ARNP,45.435258,-76.356513
ARNR,48.514651,-346.011779
AROL,10.437190,-84.709202
ARP7,27.838352,-97.058959
ARP8,27.838366,-97.059234
ARPB,34.193630,-91.914210
ARPC,34.631624,-93.736118
ARPG,36.059114,-90.518793
ARPK,39.040594,-321.512679
ARQT,42.754965,-346.801275
ARRA,38.492763,-8.961096
ARRD,38.982896,-9.079437
ARRO,48.100463,-358.876941
ARRT,-37.282790,-217.068718
ARRV,35.306288,-93.130940
ARSG,36.172755,-94.116578
ARSH,-3.386859,-323.301593
ARSL,41.243603,-287.018561
ARSM,35.363468,-94.369169
ARSP,40.206748,-5.082769
ARSS,36.191015,-94.562436
ARSX,43.500439,-347.052868
ART1,39.158803,-339.008262
ART2,39.152945,-339.066671
ARTA,-38.617582,-183.863588
ARTE,38.999923,-119.408920
ARTU,56.429822,-301.439543
ARTV,41.175098,-318.181682
ARUB,-31.809111,-234.075646
ARUC,40.285714,-315.914414
ARUF,43.099549,-0.431131
ARUN,-27.940585,-206.625968
ARVA,39.803199,-105.087790
ARVC,61.097951,-94.071488
ARVE,45.743684,-1.107620
ARVL,-77.829437,-193.336347
ARWY,35.253199,-90.801432
ARYB,47.617968,-334.788957
ASAB,13.062913,-317.345572
ASAP,53.251347,-3.480108
ASBL,49.632845,-106.026575
ASBU,43.820565,-121.368507
ASC1,-7.951214,-14.412072
ASCC,42.857340,-346.407011
ASCG,-7.916281,-14.332664
ASCN,-7.951329,-14.412131
ASCO,42.822452,-346.363120
ASCS,42.255299,-77.796999
ASEC,-0.497290,-78.170397
ASHF,-29.324349,-208.906848
ASHL,42.180691,-122.670169
ASHM,36.345921,-116.139377
ASHV,35.599455,-82.546204
ASHW,44.479178,-88.076000
ASIA,45.866336,-348.474596
ASKY,75.726128,-58.257346
ASKZ,51.098458,-288.596894
ASMA,15.339665,-321.089717
ASND,46.552140,-90.914005
ASOS,10.050590,-325.447060
ASPA,-14.326097,-170.722433
ASSI,49.641511,-106.013615
AST1,39.390261,-117.308368
AST2,39.390433,-117.308598
AST3,46.317887,-311.946529
ASTA,38.169401,-121.684492
ASTI,44.905700,-351.796799
ASTO,42.457207,-6.054704
ASTU,42.193268,-4.293194
ASTY,36.545133,-333.646679
ASUB,36.214131,-81.681852
ASUM,-0.619435,-325.382597
AT01,63.484045,-162.006401
ATAL,38.653058,-337.000645
ATBU,43.476021,-347.452193
ATFO,43.370056,-347.432882
ATH1,53.432177,-7.907622
ATH2,14.082326,-259.387015
ATHE,-17.267452,-214.523954
ATHI,37.934506,-336.301410
ATHR,-33.448204,-242.980411
ATIC,-16.231304,-73.697228
ATJN,-19.300816,-70.136752
ATL1,33.935628,-84.520396
ATLI,59.589482,-133.714472
ATLO,43.315134,-347.592855
ATMA,44.131387,-79.321818
ATMI,43.333957,-347.732725
ATQK,70.472033,-157.407869
ATR1,46.847709,-71.261458
ATR5,43.861222,-79.379577
ATRI,42.551453,-345.992686
ATRM,43.861177,-79.379622
ATRS,37.244362,-337.165119
ATRU,47.130881,-308.046233
ATST,42.168278,-350.663947
ATTA,14.809440,-253.171621
ATTE,43.199825,-347.649452
ATTL,52.516828,-359.011866
ATW1,50.841887,-102.215835
ATW2,61.597754,-149.132292
ATWC,61.598161,-149.132332
ATWR,51.203541,-355.552367
ATYR,47.093272,-308.114900
AUB1,48.197501,-352.778742
AUBG,48.421301,-349.078702
AUBN,41.365979,-85.054415
AUBO,46.494574,-353.606209
AUBR,35.937175,-112.972314
AUBT,43.650716,-359.249373
AUBU,48.216851,-352.803292
AUCH,43.649505,-359.419311
